komentar,sentimen,emosi
"Gak nyangka, kampanye beginian tuh cuma gimmick doang, ya gitu deh",Netral,Lainnya
"Parah sih, pro kontra banget sih campaign ini, setuju gak lo?",Positif,Lainnya
"Gak nyangka, banyak yg bahas ini, seru juga sih, ya gitu deh",Netral,Lainnya
"Gak nyangka, bukan solusi kalo cuman kabur doang, relate ga sih?",Netral,Lainnya
"Gw gak ngerti deh, gue dukung bgt ini gerakan ✊, cuma pendapat pribadi ya",Positif,Lainnya
"Asli deh, gak semua bisa relate sama beginian, gitu aja sih",Netral,Lainnya
"Gak nyangka, biasa aja sih menurut gw, wkwkwk",Netral,Lainnya
"Lo tau gak sih, akhirnya ada yg bahas soal burnout 😩, semangat semua 💪",Positif,Lainnya
"Gak nyangka, relate bgt ama hidup gw skrg 😭😭, relate ga sih?",Netral,Sedih
"Gw gak ngerti deh, kalo semua kabur, yg kerja siapa? 💀, anyway gw support deh",Positif,Lainnya
"Ini tuh kayak, bagus bgt buat ngingetin kita istirahat, no offense ya",Positif,Lainnya
"Lo tau gak sih, gue dukung bgt ini gerakan ✊, setuju gak lo?",Positif,Lainnya
"Gw gak ngerti deh, biasa aja sih menurut gw, wkwkwk",Netral,Lainnya
"Asli deh, campaign-nya relate abis sama anak muda skrg, ya gitu deh",Netral,Lainnya
"Sumpah ya, harusnya ngajarin hadapi, bukan kabur 😑, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, kadang emg harus kabur dulu biar balik lebih kuat 💪, cuma pendapat pribadi ya",Sedih,Lainnya
"Lo tau gak sih, bagus bgt buat ngingetin kita istirahat, semangat semua 💪",Positif,Lainnya
"Parah sih, baru tau gerakan ini rame juga ya, anyway gw support deh",Positif,Lainnya
"Gue rasa, #KaburAjaDulu malah nyuruh lari dari masalah 👎, relate ga sih?",Netral,Lainnya
"Menurutku, baru tau gerakan ini rame juga ya, anyway gw support deh",Positif,Lainnya
"Menurutku, #KaburAjaDulu tuh keren banget 😭, anyway gw support deh",Positif,Sedih
"Lo tau gak sih, bagus bgt buat ngingetin kita istirahat, setuju gak lo?",Positif,Lainnya
"Asli deh, campaign-nya relate abis sama anak muda skrg, no offense ya",Netral,Lainnya
"Menurutku, banyak yg bahas ini, seru juga sih, setuju gak lo?",Positif,Lainnya
"Menurutku, lumayan rame, tp gue cuek aja, semangat semua 💪",Positif,Lainnya
"Sumpah ya, gak semua bisa relate sama beginian, menarik sih ini",Positif,Lainnya
"Gue rasa, banyak yg bahas ini, seru juga sih, no offense ya",Netral,Lainnya
"Gak nyangka, gak semua bisa relate sama beginian, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, gue belum ngerti sepenuhnya soal gerakan ini, setuju gak lo?",Positif,Lainnya
"Parah sih, gak ngerti harus dukung apa enggak, no offense ya",Positif,Lainnya
"Lo tau gak sih, lumayan rame, tp gue cuek aja, semangat semua 💪",Positif,Lainnya
"Asli deh, beneran ngerasa divalidasi sm gerakan ini, anyway gw support deh",Positif,Lainnya
"Lo tau gak sih, gue belum ngerti sepenuhnya soal gerakan ini, semangat semua 💪",Positif,Lainnya
"Gue rasa, gak ngerti harus dukung apa enggak, relate ga sih?",Positif,Lainnya
"Parah sih, beneran ngerasa divalidasi sm gerakan ini, semangat semua 💪",Positif,Lainnya
"Gue rasa, campaign-nya relate abis sama anak muda skrg, wkwkwk",Netral,Lainnya
"Parah sih, kalo semua kabur, yg kerja siapa? 💀, ya gitu deh",Netral,Lainnya
"Baru ngeh kalo, akhirnya ada yg bahas soal burnout 😩, relate ga sih?",Negatif,Lainnya
"Asli deh, kampanye ginian bisa disalahpahami loh, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, buat gw ini bukan nyerah, tapi self-care 💅, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, #KaburAjaDulu tuh keren banget 😭, anyway gw support deh",Positif,Sedih
"Asli deh, anak muda skrg terlalu dimanja pake campaign begini, anyway gw support deh",Positif,Lainnya
"Ini tuh kayak, masih bingung maksudnya kabur tuh kayak gimana?, menarik sih ini",Positif,Lainnya
"Gue rasa, biasa aja sih menurut gw, relate ga sih?",Netral,Lainnya
"Lo tau gak sih, #KaburAjaDulu malah nyuruh lari dari masalah 👎, anyway gw support deh",Positif,Lainnya
"Ini tuh kayak, kadang emg harus kabur dulu biar balik lebih kuat 💪, ya gitu deh",Sedih,Lainnya
"Gak nyangka, baru tau gerakan ini rame juga ya, menarik sih ini",Positif,Lainnya
"Menurutku, kampanye beginian tuh cuma gimmick doang, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, #KaburAjaDulu malah nyuruh lari dari masalah 👎, setuju gak lo?",Positif,Lainnya
"Asli deh, kampanye ginian bisa disalahpahami loh, no offense ya",Netral,Lainnya
"Parah sih, ini campaign waras banget sih, anyway gw support deh",Positif,Lainnya
"Gak nyangka, gak ngerti harus dukung apa enggak, cuma pendapat pribadi ya",Positif,Lainnya
"Parah sih, ini campaign waras banget sih, setuju gak lo?",Positif,Lainnya
"Gw gak ngerti deh, bukan solusi kalo cuman kabur doang, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, gue dukung bgt ini gerakan ✊, cuma pendapat pribadi ya",Positif,Lainnya
"Menurutku, kalo semua kabur, yg kerja siapa? 💀, no offense ya",Netral,Lainnya
"Sumpah ya, bukan solusi kalo cuman kabur doang, no offense ya",Netral,Lainnya
"Gw gak ngerti deh, gue dukung bgt ini gerakan ✊, menarik sih ini",Positif,Lainnya
"Sumpah ya, #KaburAjaDulu tuh keren banget 😭, semangat semua 💪",Positif,Sedih
"Asli deh, biasa aja sih menurut gw, anyway gw support deh",Positif,Lainnya
"Gue rasa, kampanye beginian tuh cuma gimmick doang, setuju gak lo?",Positif,Lainnya
"Asli deh, harusnya ngajarin hadapi, bukan kabur 😑, cuma pendapat pribadi ya",Sedih,Lainnya
"Parah sih, campaign-nya relate abis sama anak muda skrg, no offense ya",Netral,Lainnya
"Gak nyangka, relate bgt ama hidup gw skrg 😭😭, no offense ya",Netral,Sedih
"Lo tau gak sih, bagus bgt buat ngingetin kita istirahat, ya gitu deh",Positif,Lainnya
"Asli deh, kampanye beginian tuh cuma gimmick doang, menarik sih ini",Positif,Lainnya
"Baru ngeh kalo, gak ngerti harus dukung apa enggak, anyway gw support deh",Positif,Lainnya
"Sumpah ya, ini self-care atau justru nyerah?, anyway gw support deh",Positif,Lainnya
"Parah sih, banyak yg bahas ini, seru juga sih, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, biasa aja sih menurut gw, semangat semua 💪",Positif,Lainnya
"Menurutku, campaign-nya relate abis sama anak muda skrg, no offense ya",Netral,Lainnya
"Ini tuh kayak, #KaburAjaDulu malah nyuruh lari dari masalah 👎, gitu aja sih",Netral,Lainnya
"Ini tuh kayak, bagus bgt buat ngingetin kita istirahat, no offense ya",Positif,Lainnya
"Ini tuh kayak, kesannya malah nyuruh nyerah bgt sih, menarik sih ini",Positif,Lainnya
"Parah sih, ini campaign waras banget sih, ya gitu deh",Netral,Lainnya
"Asli deh, sering liat #KaburAjaDulu di FYP, apaan sih itu?, ya gitu deh",Netral,Lainnya
"Lo tau gak sih, buat gw ini bukan nyerah, tapi self-care 💅, anyway gw support deh",Positif,Lainnya
"Asli deh, #KaburAjaDulu tuh keren banget 😭, gitu aja sih",Positif,Sedih
"Gw gak ngerti deh, kampanye ginian bisa disalahpahami loh, cuma pendapat pribadi ya",Netral,Lainnya
"Gw gak ngerti deh, pro kontra banget sih campaign ini, gitu aja sih",Netral,Lainnya
"Gue rasa, relate bgt ama hidup gw skrg 😭😭, anyway gw support deh",Positif,Sedih
"Gak nyangka, gue belum ngerti sepenuhnya soal gerakan ini, no offense ya",Netral,Lainnya
"Baru ngeh kalo, kesannya malah nyuruh nyerah bgt sih, gitu aja sih",Netral,Lainnya
"Parah sih, beneran ngerasa divalidasi sm gerakan ini, setuju gak lo?",Positif,Lainnya
"Lo tau gak sih, buat gw ini bukan nyerah, tapi self-care 💅, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, masih bingung maksudnya kabur tuh kayak gimana?, wkwkwk",Netral,Lainnya
"Menurutku, kampanye beginian tuh cuma gimmick doang, relate ga sih?",Netral,Lainnya
"Lo tau gak sih, gue belum ngerti sepenuhnya soal gerakan ini, setuju gak lo?",Positif,Lainnya
"Ini tuh kayak, masih bingung maksudnya kabur tuh kayak gimana?, menarik sih ini",Positif,Lainnya
"Sumpah ya, kesannya malah nyuruh nyerah bgt sih, no offense ya",Netral,Lainnya
"Menurutku, kalo semua kabur, yg kerja siapa? 💀, no offense ya",Netral,Lainnya
"Gue rasa, kalo semua kabur, yg kerja siapa? 💀, setuju gak lo?",Positif,Lainnya
"Gw gak ngerti deh, biasa aja sih menurut gw, wkwkwk",Netral,Lainnya
"Baru ngeh kalo, beneran ngerasa divalidasi sm gerakan ini, wkwkwk",Netral,Lainnya
"Ini tuh kayak, campaign-nya relate abis sama anak muda skrg, semangat semua 💪",Positif,Lainnya
"Gue rasa, kalo semua kabur, yg kerja siapa? 💀, relate ga sih?",Netral,Lainnya
"Gw gak ngerti deh, gak ngerti harus dukung apa enggak, cuma pendapat pribadi ya",Positif,Lainnya
"Gw gak ngerti deh, bagus bgt buat ngingetin kita istirahat, relate ga sih?",Positif,Lainnya
"Gue rasa, baru tau gerakan ini rame juga ya, wkwkwk",Netral,Lainnya
"Menurutku, akhirnya ada yg bahas soal burnout 😩, gitu aja sih",Negatif,Lainnya
"Gak nyangka, ini campaign waras banget sih, wkwkwk",Netral,Lainnya
"Baru ngeh kalo, #KaburAjaDulu malah nyuruh lari dari masalah 👎, ya gitu deh",Netral,Lainnya
"Gak nyangka, lumayan rame, tp gue cuek aja, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, kampanye ginian bisa disalahpahami loh, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, beneran ngerasa divalidasi sm gerakan ini, anyway gw support deh",Positif,Lainnya
"Parah sih, campaign-nya relate abis sama anak muda skrg, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, campaign-nya relate abis sama anak muda skrg, anyway gw support deh",Positif,Lainnya
"Gw gak ngerti deh, kadang emg harus kabur dulu biar balik lebih kuat 💪, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, masih bingung maksudnya kabur tuh kayak gimana?, wkwkwk",Netral,Lainnya
"Sumpah ya, ini campaign waras banget sih, setuju gak lo?",Positif,Lainnya
"Sumpah ya, kadang emg harus kabur dulu biar balik lebih kuat 💪, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, sering liat #KaburAjaDulu di FYP, apaan sih itu?, no offense ya",Netral,Lainnya
"Asli deh, banyak yg bahas ini, seru juga sih, gitu aja sih",Netral,Lainnya
"Parah sih, gak semua bisa relate sama beginian, relate ga sih?",Netral,Lainnya
"Asli deh, beneran ngerasa divalidasi sm gerakan ini, setuju gak lo?",Positif,Lainnya
"Gue rasa, baru tau gerakan ini rame juga ya, wkwkwk",Netral,Lainnya
"Sumpah ya, pro kontra banget sih campaign ini, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, ini campaign waras banget sih, menarik sih ini",Positif,Lainnya
"Menurutku, jadi alesan buat mager doang 😒, no offense ya",Netral,Lainnya
"Gw gak ngerti deh, relate bgt ama hidup gw skrg 😭😭, gitu aja sih",Netral,Sedih
"Menurutku, relate bgt ama hidup gw skrg 😭😭, cuma pendapat pribadi ya",Netral,Sedih
"Parah sih, #KaburAjaDulu tuh keren banget 😭, setuju gak lo?",Positif,Sedih
"Menurutku, biasa aja sih menurut gw, semangat semua 💪",Positif,Lainnya
"Lo tau gak sih, akhirnya ada yg bahas soal burnout 😩, gitu aja sih",Negatif,Lainnya
"Gw gak ngerti deh, kalo semua kabur, yg kerja siapa? 💀, gitu aja sih",Netral,Lainnya
"Gw gak ngerti deh, bukan solusi kalo cuman kabur doang, setuju gak lo?",Positif,Lainnya
"Sumpah ya, bukan solusi kalo cuman kabur doang, setuju gak lo?",Positif,Lainnya
"Asli deh, beneran ngerasa divalidasi sm gerakan ini, no offense ya",Netral,Lainnya
"Baru ngeh kalo, campaign-nya relate abis sama anak muda skrg, ya gitu deh",Netral,Lainnya
"Menurutku, gak ngerti harus dukung apa enggak, no offense ya",Positif,Lainnya
"Menurutku, akhirnya ada yg bahas soal burnout 😩, wkwkwk",Negatif,Lainnya
"Gue rasa, anak muda skrg terlalu dimanja pake campaign begini, relate ga sih?",Netral,Lainnya
"Asli deh, #KaburAjaDulu malah nyuruh lari dari masalah 👎, wkwkwk",Netral,Lainnya
"Sumpah ya, harusnya ngajarin hadapi, bukan kabur 😑, gitu aja sih",Sedih,Lainnya
"Gw gak ngerti deh, bagus bgt buat ngingetin kita istirahat, semangat semua 💪",Positif,Lainnya
"Gak nyangka, relate bgt ama hidup gw skrg 😭😭, setuju gak lo?",Positif,Sedih
"Lo tau gak sih, akhirnya ada yg bahas soal burnout 😩, wkwkwk",Negatif,Lainnya
"Sumpah ya, baru tau gerakan ini rame juga ya, wkwkwk",Netral,Lainnya
"Lo tau gak sih, campaign-nya relate abis sama anak muda skrg, setuju gak lo?",Positif,Lainnya
"Sumpah ya, gue belum ngerti sepenuhnya soal gerakan ini, ya gitu deh",Netral,Lainnya
"Asli deh, masih bingung maksudnya kabur tuh kayak gimana?, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, kadang emg harus kabur dulu biar balik lebih kuat 💪, setuju gak lo?",Positif,Lainnya
"Menurutku, harusnya ngajarin hadapi, bukan kabur 😑, setuju gak lo?",Positif,Lainnya
"Gak nyangka, kadang emg harus kabur dulu biar balik lebih kuat 💪, gitu aja sih",Sedih,Lainnya
"Lo tau gak sih, akhirnya ada yg bahas soal burnout 😩, wkwkwk",Negatif,Lainnya
"Gak nyangka, beneran ngerasa divalidasi sm gerakan ini, no offense ya",Netral,Lainnya
"Sumpah ya, pro kontra banget sih campaign ini, cuma pendapat pribadi ya",Netral,Lainnya
"Lo tau gak sih, kalo semua kabur, yg kerja siapa? 💀, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, anak muda skrg terlalu dimanja pake campaign begini, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, kesannya malah nyuruh nyerah bgt sih, wkwkwk",Netral,Lainnya
"Menurutku, harusnya ngajarin hadapi, bukan kabur 😑, no offense ya",Sedih,Lainnya
"Parah sih, sering liat #KaburAjaDulu di FYP, apaan sih itu?, ya gitu deh",Netral,Lainnya
"Parah sih, kesannya malah nyuruh nyerah bgt sih, anyway gw support deh",Positif,Lainnya
"Gw gak ngerti deh, baru tau gerakan ini rame juga ya, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, kampanye beginian tuh cuma gimmick doang, no offense ya",Netral,Lainnya
"Gue rasa, lumayan rame, tp gue cuek aja, cuma pendapat pribadi ya",Netral,Lainnya
"Parah sih, kadang emg harus kabur dulu biar balik lebih kuat 💪, wkwkwk",Sedih,Lainnya
"Gue rasa, kadang emg harus kabur dulu biar balik lebih kuat 💪, semangat semua 💪",Positif,Lainnya
"Lo tau gak sih, harusnya ngajarin hadapi, bukan kabur 😑, setuju gak lo?",Positif,Lainnya
"Menurutku, anak muda skrg terlalu dimanja pake campaign begini, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, lumayan rame, tp gue cuek aja, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, beneran ngerasa divalidasi sm gerakan ini, wkwkwk",Netral,Lainnya
"Baru ngeh kalo, #KaburAjaDulu tuh keren banget 😭, no offense ya",Positif,Sedih
"Menurutku, kampanye beginian tuh cuma gimmick doang, wkwkwk",Netral,Lainnya
"Lo tau gak sih, #KaburAjaDulu tuh keren banget 😭, setuju gak lo?",Positif,Sedih
"Gw gak ngerti deh, #KaburAjaDulu tuh keren banget 😭, semangat semua 💪",Positif,Sedih
"Menurutku, lumayan rame, tp gue cuek aja, ya gitu deh",Netral,Lainnya
"Gak nyangka, beneran ngerasa divalidasi sm gerakan ini, wkwkwk",Netral,Lainnya
"Gue rasa, campaign-nya relate abis sama anak muda skrg, wkwkwk",Netral,Lainnya
"Sumpah ya, kadang emg harus kabur dulu biar balik lebih kuat 💪, no offense ya",Sedih,Lainnya
"Parah sih, beneran ngerasa divalidasi sm gerakan ini, ya gitu deh",Netral,Lainnya
"Asli deh, relate bgt ama hidup gw skrg 😭😭, gitu aja sih",Netral,Sedih
"Parah sih, pro kontra banget sih campaign ini, relate ga sih?",Netral,Lainnya
"Sumpah ya, lumayan rame, tp gue cuek aja, menarik sih ini",Positif,Lainnya
"Parah sih, anak muda skrg terlalu dimanja pake campaign begini, menarik sih ini",Positif,Lainnya
"Parah sih, lumayan rame, tp gue cuek aja, semangat semua 💪",Positif,Lainnya
"Menurutku, kadang emg harus kabur dulu biar balik lebih kuat 💪, wkwkwk",Sedih,Lainnya
"Gak nyangka, baru tau gerakan ini rame juga ya, semangat semua 💪",Positif,Lainnya
"Ini tuh kayak, gak semua bisa relate sama beginian, semangat semua 💪",Positif,Lainnya
"Gw gak ngerti deh, akhirnya ada yg bahas soal burnout 😩, cuma pendapat pribadi ya",Negatif,Lainnya
"Gw gak ngerti deh, campaign-nya relate abis sama anak muda skrg, ya gitu deh",Netral,Lainnya
"Gw gak ngerti deh, #KaburAjaDulu tuh keren banget 😭, semangat semua 💪",Positif,Sedih
"Parah sih, beneran ngerasa divalidasi sm gerakan ini, ya gitu deh",Netral,Lainnya
"Parah sih, bukan solusi kalo cuman kabur doang, menarik sih ini",Positif,Lainnya
"Asli deh, beneran ngerasa divalidasi sm gerakan ini, anyway gw support deh",Positif,Lainnya
"Menurutku, bagus bgt buat ngingetin kita istirahat, ya gitu deh",Positif,Lainnya
"Sumpah ya, buat gw ini bukan nyerah, tapi self-care 💅, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, ini self-care atau justru nyerah?, semangat semua 💪",Positif,Lainnya
"Parah sih, baru tau gerakan ini rame juga ya, cuma pendapat pribadi ya",Netral,Lainnya
"Menurutku, gue dukung bgt ini gerakan ✊, menarik sih ini",Positif,Lainnya
"Asli deh, kampanye ginian bisa disalahpahami loh, no offense ya",Netral,Lainnya
"Asli deh, jadi alesan buat mager doang 😒, semangat semua 💪",Positif,Lainnya
"Asli deh, bukan solusi kalo cuman kabur doang, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, campaign-nya relate abis sama anak muda skrg, no offense ya",Netral,Lainnya
"Gue rasa, baru tau gerakan ini rame juga ya, anyway gw support deh",Positif,Lainnya
"Ini tuh kayak, buat gw ini bukan nyerah, tapi self-care 💅, menarik sih ini",Positif,Lainnya
"Menurutku, kadang emg harus kabur dulu biar balik lebih kuat 💪, no offense ya",Sedih,Lainnya
"Parah sih, bukan solusi kalo cuman kabur doang, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, kesannya malah nyuruh nyerah bgt sih, gitu aja sih",Netral,Lainnya
"Gue rasa, akhirnya ada yg bahas soal burnout 😩, ya gitu deh",Negatif,Lainnya
"Ini tuh kayak, gak ngerti harus dukung apa enggak, anyway gw support deh",Positif,Lainnya
"Sumpah ya, lumayan rame, tp gue cuek aja, no offense ya",Netral,Lainnya
"Lo tau gak sih, kadang emg harus kabur dulu biar balik lebih kuat 💪, cuma pendapat pribadi ya",Sedih,Lainnya
"Ini tuh kayak, #KaburAjaDulu tuh keren banget 😭, semangat semua 💪",Positif,Sedih
"Sumpah ya, buat gw ini bukan nyerah, tapi self-care 💅, anyway gw support deh",Positif,Lainnya
"Asli deh, kampanye ginian bisa disalahpahami loh, anyway gw support deh",Positif,Lainnya
"Asli deh, campaign-nya relate abis sama anak muda skrg, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, akhirnya ada yg bahas soal burnout 😩, setuju gak lo?",Positif,Lainnya
"Ini tuh kayak, jadi alesan buat mager doang 😒, semangat semua 💪",Positif,Lainnya
"Gw gak ngerti deh, jadi alesan buat mager doang 😒, setuju gak lo?",Positif,Lainnya
"Parah sih, gue dukung bgt ini gerakan ✊, setuju gak lo?",Positif,Lainnya
"Gak nyangka, campaign-nya relate abis sama anak muda skrg, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, kadang emg harus kabur dulu biar balik lebih kuat 💪, cuma pendapat pribadi ya",Sedih,Lainnya
"Gue rasa, gue dukung bgt ini gerakan ✊, cuma pendapat pribadi ya",Positif,Lainnya
"Gak nyangka, kesannya malah nyuruh nyerah bgt sih, gitu aja sih",Netral,Lainnya
"Gak nyangka, beneran ngerasa divalidasi sm gerakan ini, anyway gw support deh",Positif,Lainnya
"Lo tau gak sih, kadang emg harus kabur dulu biar balik lebih kuat 💪, anyway gw support deh",Positif,Lainnya
"Ini tuh kayak, gak ngerti harus dukung apa enggak, relate ga sih?",Positif,Lainnya
"Gue rasa, beneran ngerasa divalidasi sm gerakan ini, semangat semua 💪",Positif,Lainnya
"Gak nyangka, masih bingung maksudnya kabur tuh kayak gimana?, wkwkwk",Netral,Lainnya
"Gw gak ngerti deh, harusnya ngajarin hadapi, bukan kabur 😑, ya gitu deh",Sedih,Lainnya
"Sumpah ya, campaign-nya relate abis sama anak muda skrg, wkwkwk",Netral,Lainnya
"Menurutku, ini self-care atau justru nyerah?, menarik sih ini",Positif,Lainnya
"Menurutku, baru tau gerakan ini rame juga ya, cuma pendapat pribadi ya",Netral,Lainnya
"Parah sih, ini campaign waras banget sih, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, #KaburAjaDulu malah nyuruh lari dari masalah 👎, relate ga sih?",Netral,Lainnya
"Asli deh, masih bingung maksudnya kabur tuh kayak gimana?, ya gitu deh",Netral,Lainnya
"Gak nyangka, kampanye beginian tuh cuma gimmick doang, cuma pendapat pribadi ya",Netral,Lainnya
